SpT,PS1gmag,PS1rmag,PS1imag,PS1zmag,PS1ymag,Jmag,Hmag,Ksmag,W1mag,W2mag,W3mag,W4mag,label
A2,9.4852,10.4744,10.6961,10.2662,10.698,9.471,9.363,9.345,9.304,9.319,9.159,8.196,false
F7IV,14.5462,14.0443,13.8227,13.7204,13.6227,12.718,12.398,12.299,12.233,12.246,12.025,8.762,false
A5IV,14.673,14.3537,14.2174,14.1567,14.0532,13.223,13.029,12.936,12.769,12.824,11.426,8.048,false
G5III,13.7425,13.362,13.201,13.1052,13.0642,12.19,11.828,11.781,11.748,11.81,12.026,9.152,false
K2III,13.487,12.517,12.076,11.805,11.652,10.489,9.851,9.684,9.586,9.676,9.579,9.038,false
F7IV,11.524,11.34,11.307,11.321,11.335,10.536,10.353,10.296,10.26,10.284,10.345,8.399,false
B6V,13.102,12.909,12.864,12.857,12.8289,12.044,11.876,11.81,11.536,11.557,11.05,8.37,false
K3III,14.625,13.482,13.057,12.805,12.6985,11.502,10.829,10.644,10.542,10.623,10.379,8.302,false
F7IV,14.7964,14.3232,14.1486,14.0725,13.9902,13.14,12.786,12.698,12.425,12.491,12.195,9.085,false
K4III,15.225,13.458,12.534,11.913,11.576,10.062,9.063,8.752,8.555,8.621,8.459,8.224,false
F8V,13.6462,13.371,13.246,13.1682,13.1393,12.316,12.028,11.956,11.907,11.918,12.174,8.975,false
B0.5Ia,12.913,12.243,11.812,11.501,11.461,10.384,10.076,9.94,9.829,9.774,9.668,8.642,false
F4V,13.477,13.126,12.975,12.895,12.8641,11.962,11.738,11.652,11.611,11.634,11.742,9.183,false
F4III,13.3747,13.418,13.145,12.956,12.8505,12.017,11.785,11.7,11.668,11.667,11.514,8.942,false
G8II,13.6652,12.9909,12.687,12.149,11.831,10.611,10.007,9.835,9.744,9.777,9.912,8.86,false
F7IV,13.7342,13.229,13.199,12.986,12.8771,12.001,11.752,11.667,11.583,11.592,12.045,8.961,false
F7IV,14.4389,14.0724,13.9738,13.9074,13.8351,13.024,12.775,12.67,12.486,12.507,11.713,8.909,false
A1V,13.9129,13.7139,13.7638,13.624,13.5354,12.81,12.649,12.553,12.475,12.496,11.779,8.725,false
A5IV,12.871,12.758,12.769,12.812,12.7787,12.07,11.916,11.88,11.804,11.836,12.058,8.754,false
F7V,13.6724,13.439,13.203,13.0078,12.9646,12.038,11.742,11.64,11.551,11.594,11.462,8.625,false
F9IV,12.758,12.458,12.357,12.326,12.3109,11.48,11.23,11.135,11.065,11.114,10.902,8.927,false
F0V,13.7014,13.4075,13.324,13.1737,13.0925,12.269,11.975,11.92,11.846,11.844,11.604,8.36,false
K0II,14.6185,14.0086,13.7655,13.6888,13.6273,12.661,12.242,12.161,12.056,12.117,12.224,8.803,false
G0V,13.851,13.495,13.333,13.2013,13.1351,12.266,11.934,11.884,11.83,11.86,11.811,8.596,false
K0II,14.2077,13.196,12.675,12.342,12.1838,10.932,10.285,10.064,9.97,10.04,9.946,8.277,false
K7V,14.6909,13.6389,13.357,12.971,12.8297,11.738,11.134,10.951,10.886,10.957,10.882,9.052,false
A1V,13.182,13.064,13.038,12.9628,12.8932,12.194,12.112,11.977,11.977,12.004,12.491,8.88,false
B9IV,8.7009,9.3474,9.3634,9.2567,10.5868,8.889,8.923,8.913,8.899,8.932,8.948,8.394,false
F4III,14.5581,14.0936,14.3336,13.779,13.6758,12.767,12.505,12.403,12.251,12.193,11.662,8.89,false
F7IV,14.4145,14.0517,13.9157,13.8454,13.7913,12.943,12.714,12.627,12.561,12.638,11.963,8.677,false
K2V,12.187,11.592,11.345,11.218,11.156,10.176,9.759,9.634,9.554,9.621,9.542,8.235,false
F4III,13.756,13.385,13.187,13.0665,12.9622,12.103,11.822,11.73,11.636,11.661,11.207,9.004,false
F7IV,13.5097,13.234,13.027,12.92,12.7909,11.929,11.604,11.551,11.476,11.495,11.531,9.047,false
A1V,13.2142,13.435,13.265,13.1012,13.01,12.334,12.156,12.103,12.065,12.07,11.931,9.082,false
F7IV,13.9966,13.6071,13.446,13.3353,13.2508,12.363,12.04,11.951,11.915,11.95,11.59,8.532,false
A1V,14.6651,14.4146,14.3209,14.272,14.1529,13.389,13.231,13.145,13.054,13.117,11.958,9.147,false
F7IV,14.4237,13.9534,13.7439,13.6714,13.5901,12.7,12.372,12.295,12.159,12.161,10.56,7.322,false
K2,9.878,8.829,8.387,8.135,7.967,6.787,6.12,5.924,5.894,5.807,5.816,5.721,false
F4III,13.6787,13.38,13.208,13.0864,13.0207,12.16,11.905,11.825,11.67,11.689,11.42,8.838,false
A5IV,13.464,13.354,13.163,13.0698,13.0048,12.179,12.017,11.956,11.896,11.926,11.516,8.572,false
A5IV,13.8719,13.4943,13.442,13.2853,13.1793,12.328,12.143,11.995,11.906,11.927,12.259,8.886,false
K0IV,14.3699,13.8465,13.6613,13.591,13.5285,12.564,12.148,12.024,11.893,11.946,12.057,8.924,false
F9IV,13.1247,13.8757,13.0667,,12.687,11.841,11.583,11.514,11.489,11.521,11.614,8.996,false
F9IV,13.385,13.012,12.854,12.776,12.6718,11.841,11.583,11.514,11.489,11.521,11.614,8.996,false
G5,10.446,10.284,10.258,10.267,10.27,9.478,9.311,9.274,9.238,9.264,9.233,8.641,false
G5,10.786,10.42,10.291,10.246,10.236,9.332,9.045,9.002,8.957,8.986,8.947,8.922,false
G5,10.229,10.17,10.185,10.182,10.182,9.438,9.323,9.256,9.201,9.209,9.211,8.877,false
C:,11.0144,9.7915,9.749,9.5615,10.0798,8.29,7.73,7.579,7.496,7.62,7.512,7.672,false
C:,11.083,10.213,9.798,9.541,9.413,8.29,7.73,7.579,7.496,7.62,7.512,7.672,false
K5,9.979,8.89,8.369,8.036,7.855,6.627,5.972,5.763,5.776,5.715,5.699,5.609,false
F2,8.7345,8.7991,8.3387,7.8948,8.1436,7.139,6.919,6.866,6.733,6.837,6.88,6.827,false
F5,9.9857,9.6242,8.7855,9.6166,9.574,8.695,8.538,8.502,8.436,8.453,8.437,8.212,false
F5,10.1194,9.7264,9.2307,9.7952,10.3982,8.695,8.538,8.502,8.436,8.453,8.437,8.212,false
F5,9.593,9.449,9.439,9.468,9.484,8.695,8.538,8.502,8.436,8.453,8.437,8.212,false
F5,9.2758,8.3205,9.1057,,9.2261,7.76,7.557,7.466,7.455,7.481,7.471,7.299,false
F5,8.935,8.692,8.618,8.602,8.6,7.76,7.557,7.466,7.455,7.481,7.471,7.299,false
K5,9.529,8.574,8.168,7.933,7.783,6.645,5.957,,5.797,5.764,5.748,5.656,false
F0,9.9091,9.7427,8.5222,8.8999,12.248,8.011,7.579,7.504,7.477,7.533,7.469,7.335,false
F8,9.456,9.14,9.034,9.005,9.003,8.128,7.861,7.824,7.769,7.806,7.799,7.788,false
A4III,7.566,7.585,7.652,7.697,7.711,7.003,6.965,6.874,6.811,6.873,6.896,6.86,false
B5IV,8.161,8.413,8.614,8.793,8.977,8.365,8.402,8.462,8.372,8.323,8.296,6.579,false
M6,15.1402,11.659,10.055,8.899,8.319,6.35,4.963,4.424,4.168,3.925,4.015,3.761,false
M2/3,13.8848,11.416,10.112,9.192,8.718,6.916,5.697,5.262,5.074,4.954,4.987,4.824,false
M2/3,13.839,12.5916,10.185,9.2514,9.0155,6.916,5.697,5.262,5.074,4.954,4.987,4.824,false
B9/9.5IV/V,9.3522,9.4987,9.4533,9.4184,9.9249,9.171,9.156,9.098,9.066,9.097,9.081,8.903,false
G6/8,10.579,10.744,10.906,11.015,11.119,10.468,10.49,10.462,10.384,10.434,10.119,8.333,false
B9.5/A0IV,10.4929,11.9013,10.8095,10.8146,11.9469,10.139,10.137,10.094,10.079,10.118,9.752,8.576,false
B9.5/A0IV,10.376,10.512,10.656,10.755,10.807,10.139,10.137,10.094,10.079,10.118,9.752,8.576,false
M3,12.862,10.812,9.666,8.847,8.437,6.738,5.708,5.296,5.154,5.103,5.108,4.945,false
C,13.9289,12.029,10.663,9.696,9.201,7.426,6.145,5.596,5.285,5.127,4.787,4.421,false
A5/7III/IV,9.137,9.097,9.116,9.126,9.222,8.474,8.413,8.368,8.322,8.335,8.284,8.312,false
K2,9.47,8.647,8.307,8.114,7.999,6.912,6.393,6.196,6.18,6.146,6.154,6.068,false
F2II,7.329,7.089,7.013,6.999,6.998,6.158,5.971,5.904,5.884,5.723,5.834,5.772,false
A2III/IV,8.689,8.737,8.826,8.883,8.906,8.216,8.191,8.087,8.074,8.1,8.108,7.969,false
B9V,9.218,8.8,8.673,8.642,8.623,7.719,7.386,7.31,7.218,7.311,7.284,7.251,false
F,10.42,10.4086,10.3749,10.0403,11.4568,9.317,9.227,9.173,9.152,9.176,9.168,8.154,false
A0,9.52,9.526,9.616,9.722,9.774,9.062,8.961,8.952,8.93,8.944,8.935,8.198,false
K5,9.68,8.451,7.888,7.552,7.341,6.096,5.305,5.093,5.081,5.039,5.075,4.98,false
B9,8.333,8.663,8.935,9.13,9.262,8.677,8.762,8.778,8.776,8.808,8.784,8.937,false
M6V,22.0091,21.0389,18.9326,17.9173,17.3877,15.946,15.288,14.96,14.802,14.833,12.593,8.993,false
G0,9.543,9.227,9.109,9.064,9.052,8.178,7.935,7.866,7.816,7.893,7.887,7.919,false
A3,8.187,8.18,8.222,8.253,8.362,7.63,7.586,7.533,7.467,7.53,7.547,7.286,false
M0V,19.4289,18.2801,17.754,17.5206,17.3682,16.103,15.298,15.432,15.501,15.424,12.315,8.927,false
M0V,19.1244,17.9836,17.4343,17.1109,16.8853,15.527,14.875,14.808,14.584,14.515,12.457,8.716,false
M4V,20.8223,19.5564,18.2399,17.6283,17.338,16.077,15.836,14.867,15.079,14.985,12.082,8.897,false
M0V,20.1734,18.9785,18.3319,18.0385,17.8741,16.619,15.887,15.785,15.803,15.998,12.433,8.918,false
M0V,19.2915,18.2575,17.7841,17.5654,17.4433,16.408,15.651,15.519,15.363,15.665,12.288,8.898,false
F9V,10.897,10.612,10.515,10.484,10.479,9.628,9.408,9.318,9.285,9.326,9.318,8.656,false
G0V,10.7717,10.4445,10.8238,9.9816,10.2677,9.36,9.079,9.008,8.966,9.017,8.956,8.238,false
M5V,20.7754,19.5052,17.5839,16.6918,16.2175,14.868,14.324,13.946,13.752,13.566,12.165,8.564,false
M2V,19.9976,18.784,17.9097,17.4462,17.2409,15.871,15.161,14.578,14.13,13.969,12.369,8.918,false
A0,8.71,8.81,8.913,9.01,9.161,8.482,8.497,8.487,8.452,8.477,8.453,8.448,false
K5,8.192,6.727,6.0,5.539,5.269,3.903,3.132,2.851,1.912,1.871,2.88,2.778,false
M8,21.978,20.415,20.4916,19.0744,18.3096,16.713,16.201,15.635,15.344,15.211,12.554,9.066,false
F5,11.55,11.234,11.128,11.1,11.097,10.23,9.978,9.896,9.874,9.904,9.779,8.231,false
F5,11.687,11.413,11.321,11.288,11.281,10.43,10.226,10.141,10.109,10.133,10.077,8.384,false
F5,12.916,12.684,12.614,12.595,12.5835,11.757,11.562,11.514,11.486,11.503,11.883,8.623,false
G3,15.9564,15.5577,15.419,15.3804,15.3439,14.461,14.18,14.06,14.024,13.982,11.644,9.012,false
F9,16.6709,16.2209,16.0786,16.0234,16.0161,15.103,14.792,14.698,14.572,14.478,12.12,8.957,false
G5IV,7.157,6.809,6.644,6.532,6.473,5.624,5.359,5.258,5.246,5.129,5.297,5.163,false
F8,9.38,9.152,9.104,9.123,9.144,8.317,8.08,8.054,7.987,8.038,8.03,7.947,false
A2,10.623,10.684,10.777,10.838,10.866,10.173,10.115,10.068,10.038,10.07,10.164,8.273,false
B9V:,13.484,13.5807,13.6879,13.7235,13.7232,13.103,13.084,13.022,13.002,13.062,12.792,9.357,false
B4IV,10.052,10.354,10.612,10.795,10.899,10.317,10.366,10.381,10.338,10.362,10.292,9.08,false
OB,12.178,12.373,12.56,12.699,12.7619,12.141,12.135,12.094,11.617,11.703,12.222,9.297,false
C,15.1457,13.3598,12.831,11.817,11.3,9.439,8.228,7.664,7.064,7.126,6.522,6.43,false
B2V,10.168,10.423,10.614,10.795,10.972,10.358,10.392,10.454,10.442,10.497,10.603,8.65,false
B1:V:nne,12.02,11.753,11.628,11.515,11.465,10.612,10.478,10.204,11.233,11.213,10.882,8.942,false
K1(III),10.0189,8.462,7.4183,7.9333,7.863,7.149,6.573,6.441,6.386,6.442,6.42,6.382,false
F3V,9.685,9.531,9.519,9.548,9.569,8.775,8.609,8.571,8.53,8.562,8.535,8.663,false
M3.5,19.2375,17.9862,16.4783,15.7665,15.431,14.165,13.57,13.257,13.152,12.977,11.954,8.811,false
G8II/III,9.711,9.093,8.868,8.762,8.696,7.706,7.285,7.124,7.0,7.153,7.096,6.984,false
G8II/III,10.1605,9.5459,8.5342,9.135,8.9115,7.706,7.285,7.124,7.0,7.153,7.096,6.984,false
A2mA5/7-A8,8.635,8.666,8.748,8.812,8.829,8.122,8.048,8.037,7.939,7.987,8.012,7.974,false
F0,9.244,9.137,9.13,9.137,9.126,8.354,8.221,8.145,8.099,8.112,8.077,8.005,false
F0,9.4163,9.4426,8.9885,8.9381,9.5126,8.354,8.221,8.145,8.099,8.112,8.077,8.005,false
G5,9.9357,9.2202,8.3213,7.9972,8.3196,7.586,7.146,7.029,6.964,7.005,6.949,6.896,false
M4V,21.3241,19.9354,18.7725,18.2317,17.9763,16.638,16.314,15.518,15.858,15.703,12.595,8.931,false
K2,11.097,10.359,10.055,9.887,9.791,8.739,8.201,8.083,8.011,8.118,8.023,7.783,false
M7V,21.208,21.306,18.9243,17.7726,17.1563,15.664,15.056,14.553,14.461,14.358,12.547,8.88,false
K7,9.562,8.795,8.47,8.286,8.184,7.129,6.589,6.457,6.443,6.446,6.433,6.313,false
M,11.434,10.152,9.527,9.118,8.892,7.585,6.791,6.594,6.532,6.51,6.426,6.283,false
M5V,21.5579,20.4632,18.6349,17.7692,17.3746,16.046,15.562,15.231,15.014,14.757,12.461,8.877,false
F2,10.5078,10.2445,9.9324,9.7912,10.3778,9.235,9.062,8.987,8.939,8.958,8.941,8.557,false
A0,9.965,10.163,10.35,10.472,10.564,9.932,9.945,9.94,9.917,9.961,9.855,8.605,false
G0,10.2271,9.2101,9.5881,9.4663,9.3081,8.215,7.933,7.88,7.806,7.865,7.844,7.734,false
K5,9.81,8.701,8.22,7.934,7.754,6.547,5.837,5.645,5.559,5.63,5.607,5.486,false
A0V,8.93,9.097,9.26,9.362,9.446,8.804,8.797,8.767,8.727,8.751,8.772,8.7,false
A0V,9.082,8.7732,9.3641,9.6165,9.3197,8.804,8.797,8.767,8.727,8.751,8.772,8.7,false
K5(III),10.163,8.935,8.371,8.036,7.823,6.588,5.777,5.552,5.511,5.521,5.501,5.39,false
F3/5V,10.241,10.088,10.038,9.972,9.986,9.246,9.045,8.976,8.954,8.962,8.94,8.565,false
G8/K0III/IV,10.074,9.395,9.13,8.994,8.913,7.879,7.392,7.303,7.177,7.322,7.244,7.273,false
M4/5,14.5316,13.368,12.93,12.458,12.1552,10.832,9.995,9.78,9.716,9.834,9.613,8.705,false
K2III,9.154,8.227,7.842,7.623,7.48,6.385,5.768,5.551,5.607,5.447,5.516,5.453,false
M7V,26.402,21.4284,19.4458,18.508,18.0262,16.564,15.797,15.434,15.493,15.318,12.29,9.025,false
M7V,21.8516,20.4258,18.2586,17.2902,16.7952,15.416,14.858,14.534,14.376,14.132,12.604,9.203,false
K5,10.345,9.255,8.734,8.401,8.22,7.001,6.304,6.138,6.044,6.079,6.085,6.057,false
K5,10.081,8.795,8.194,7.814,7.59,6.298,5.581,5.277,5.234,5.17,5.253,5.155,false
K0,10.729,9.996,9.715,9.569,9.475,8.43,7.904,7.78,7.69,7.803,7.743,7.529,false
G5,9.553,8.642,8.241,8.003,7.863,6.732,6.109,5.969,6.008,5.983,5.961,5.899,false
A2,9.6992,10.1311,9.9239,10.2199,10.7095,9.451,9.42,9.399,9.364,9.394,9.428,8.565,false
A2,11.3591,10.4093,9.7084,11.0544,10.4868,9.451,9.42,9.399,9.364,9.394,9.428,8.565,false
A2,9.673,9.81,9.958,10.064,10.107,9.451,9.42,9.399,9.364,9.394,9.428,8.565,false
G0,9.3047,9.389,8.812,8.8147,8.8856,7.962,7.734,7.703,7.619,7.677,7.668,7.589,false
G0,9.024,8.795,8.751,8.769,8.788,7.962,7.734,7.703,7.619,7.677,7.668,7.589,false
F8,9.904,9.63,9.538,9.505,9.498,8.648,8.443,8.356,8.322,8.368,8.362,8.757,false
F8,10.5809,11.417,9.8068,10.6037,10.409,9.197,8.931,8.88,8.842,8.854,8.868,8.337,false
F8,12.4729,10.2553,10.5919,10.1319,10.2445,9.366,9.078,9.058,8.99,9.048,8.994,8.533,false
M3V,19.5036,18.3149,17.1407,16.631,16.3648,15.188,14.561,14.448,14.182,14.066,11.977,8.542,false
M3V,18.2945,17.0848,15.9856,15.4585,15.2055,14.035,13.264,13.068,12.983,12.861,12.321,8.976,false
F0,7.584,7.567,7.643,7.73,7.769,7.045,6.943,6.932,6.827,6.881,6.92,6.976,false
M7V,21.9211,20.5136,18.4507,17.4912,16.9926,15.569,15.014,14.636,14.506,14.216,12.386,8.767,false
G6/8IV,9.696,8.887,8.581,8.425,8.312,7.242,6.675,6.526,6.353,6.38,6.32,6.198,false
G6/8IV,10.2094,8.8868,8.4277,8.2506,7.566,7.242,6.675,6.526,6.353,6.38,6.32,6.198,false
B5V,9.829,10.185,10.475,10.689,10.845,10.296,10.363,10.395,10.429,10.467,10.443,9.509,false
B5V,10.1421,10.3412,12.3523,11.9977,10.8772,10.296,10.363,10.395,10.429,10.467,10.443,9.509,false
B5V,10.4066,11.3478,10.6316,11.9859,10.6496,10.296,10.363,10.395,10.429,10.467,10.443,9.509,false
F5,9.7312,9.813,9.6984,9.7509,9.7536,8.709,8.51,8.416,8.373,8.4,8.385,8.441,false
F5,9.88,9.626,9.548,9.534,9.536,8.709,8.51,8.416,8.373,8.4,8.385,8.441,false
K5,9.17,8.451,8.204,8.095,8.005,6.976,6.398,6.297,6.236,6.216,6.247,6.21,false
K0,11.9446,9.736,9.4259,11.0694,11.2321,7.95,7.273,7.143,6.983,7.162,7.036,6.921,false
K0,10.685,9.755,9.394,9.203,9.064,7.95,7.273,7.143,6.983,7.162,7.036,6.921,false
K0/1(III),10.465,9.637,9.274,9.059,8.942,7.846,7.279,7.132,7.071,7.197,7.103,7.054,false
K0/1(III),10.5097,8.8684,9.5692,9.335,9.0898,7.846,7.279,7.132,7.071,7.197,7.103,7.054,false
F3V,10.119,9.873,9.821,9.842,9.859,9.043,8.812,8.731,8.713,8.734,8.727,8.598,false
K0III,6.237,5.624,5.421,5.342,5.275,4.312,3.683,3.679,3.439,3.192,3.439,3.382,false
K3V,11.265,10.512,10.178,9.984,9.885,8.825,8.324,8.198,8.139,8.186,8.127,8.06,false
B9IV/V,5.506,5.748,5.96,6.105,6.218,5.598,5.692,5.634,5.631,5.46,5.655,5.449,false
G8III/IV,10.017,9.027,7.981,7.51,7.217,6.025,5.489,5.375,5.315,5.262,5.362,5.315,false
M0V,18.8952,17.832,17.3113,17.0652,16.9241,15.881,15.191,15.021,14.996,15.115,12.406,8.913,false
M1V,20.2536,19.0806,18.3233,17.9818,17.8,16.612,15.746,15.878,15.65,15.637,12.465,8.37,false
C-H,14.3085,13.5181,13.237,13.0867,13.0474,11.881,11.376,11.252,11.132,11.242,11.097,8.84,false
M2V,20.9372,19.6726,18.6837,18.2372,17.9872,16.725,16.364,16.052,15.921,15.494,12.623,8.779,false
F,15.7175,15.4775,15.4343,15.4408,15.4133,14.71,14.41,14.299,14.319,14.266,12.608,8.914,false
M7V,21.9759,21.311,19.2634,18.3559,17.8605,16.534,15.68,15.671,15.532,15.463,12.281,8.867,false
M7V,22.016,21.1176,18.9889,17.9857,17.487,16.172,15.364,15.123,15.084,14.809,12.622,9.012,false
F3IV/V,9.581,9.399,9.378,9.411,9.437,8.64,8.509,8.402,8.378,8.402,8.386,8.96,false
M6V,21.568,20.2668,18.3385,17.4521,16.9908,15.562,14.938,14.738,14.511,14.303,12.514,8.67,false
DA+M,17.6488,16.8403,15.9532,15.5313,15.3331,14.175,13.543,13.332,13.212,13.127,12.097,9.11,false
K0,8.922,9.3427,7.9275,8.0556,6.7266,6.715,6.296,6.222,6.144,6.105,6.19,6.112,false
M7V,21.842,21.1214,19.1392,18.235,17.7712,16.306,16.059,15.299,15.31,15.228,12.486,8.587,false
F8,11.807,11.477,11.383,11.369,11.369,10.498,10.199,10.162,10.123,10.164,10.168,8.822,false
C-H,15.6538,14.8856,14.6591,14.5592,14.5134,13.501,12.992,12.925,12.836,12.883,12.305,8.902,false
DB2,15.6236,15.9231,16.1946,16.4286,16.6035,15.989,16.204,15.337,16.63,16.298,12.555,8.837,false
M7V,17.611,21.5315,19.3194,18.3358,17.9017,16.337,16.193,15.683,15.257,14.817,12.689,8.894,false
M3V,19.4597,18.0803,16.9256,16.4092,15.9949,14.538,13.913,13.739,13.425,13.254,12.322,8.592,false
M5V,20.4602,19.1519,17.5829,16.873,16.5373,15.313,14.746,14.374,14.221,13.955,12.044,8.258,false
M2V,19.0675,17.8283,16.8554,16.4063,16.1902,14.984,14.426,14.144,14.019,13.79,11.702,8.203,false
M8V,22.743,20.913,20.3941,19.0635,18.352,16.698,15.983,15.519,15.599,15.383,12.588,8.248,false
A3,9.512,9.477,9.543,9.637,9.685,8.951,8.826,8.817,8.761,8.797,8.75,8.217,false
M4V,20.0202,18.8447,17.5557,16.9705,16.6938,15.474,14.828,14.331,14.059,13.898,12.037,9.001,false
G5,11.237,10.909,10.829,10.831,10.833,9.995,9.661,9.616,9.571,9.625,9.601,8.629,false
F2,8.534,8.512,8.553,8.569,8.581,7.865,7.755,7.702,7.653,7.698,7.689,7.564,false
A3,9.692,9.741,9.831,9.901,9.92,9.271,9.144,9.12,9.084,9.12,9.119,8.982,false
A5,10.161,10.211,10.302,10.371,10.39,9.694,9.625,9.587,9.538,9.548,9.551,9.121,false
A1V,6.893,7.089,7.276,7.414,7.472,6.849,6.854,6.824,6.777,6.789,6.856,6.693,false
G,10.333,10.093,10.031,10.031,10.045,9.228,8.996,8.936,8.892,8.92,8.915,9.081,false
G,9.9106,9.9015,9.9514,13.4072,9.5092,9.228,8.996,8.936,8.892,8.92,8.915,9.081,false
M7V,22.0916,21.0153,18.8914,17.9231,17.3597,15.927,15.4,15.055,14.735,14.629,12.083,8.456,false
M6V,22.3662,21.2486,19.2044,18.247,17.729,16.439,15.682,15.403,15.159,14.811,12.176,8.973,false
G5,10.305,9.847,9.715,9.68,9.652,8.732,8.315,8.294,8.202,8.265,8.179,7.859,false
G5,12.7135,13.2919,11.2874,13.8001,11.569,8.732,8.315,8.294,8.202,8.265,8.179,7.859,false
G5,10.9084,10.322,9.6406,10.2953,9.8445,8.732,8.315,8.294,8.202,8.265,8.179,7.859,false
G5,12.43,12.255,12.227,12.241,12.258,11.446,11.283,11.228,11.197,11.221,11.191,9.211,false
M4V,20.2092,18.9045,17.5221,16.8811,16.5848,15.287,14.764,14.433,14.238,14.004,12.699,9.062,false
G5,10.739,10.276,10.057,9.932,9.885,8.937,8.646,8.541,8.473,8.506,8.494,8.093,false
M0V,17.3742,16.294,15.8249,15.5553,15.5161,14.168,13.531,13.345,13.173,13.215,11.964,8.565,false
K0,11.114,10.439,10.196,10.085,10.003,8.992,8.462,8.346,8.247,8.338,8.23,8.202,false
DA+M3,16.3259,15.6147,14.6609,14.1963,13.9383,12.671,11.996,11.823,11.724,11.618,10.901,8.557,false
G5,8.963,8.126,7.801,7.626,7.507,6.438,5.816,5.696,5.754,5.662,5.692,5.688,false
G0,10.097,9.842,9.762,9.748,9.751,8.909,8.694,8.636,8.574,8.597,8.597,8.468,false
G0,11.3435,10.3816,9.6802,9.9377,9.9797,8.909,8.694,8.636,8.574,8.597,8.597,8.468,false
K0e,11.729,11.213,11.038,10.972,10.93,9.983,9.597,9.479,9.433,9.468,9.365,7.734,false
F5,10.53,9.9242,9.8331,10.2747,9.9428,9.018,8.753,8.63,8.606,8.638,8.643,8.568,false
F5,10.458,10.071,9.951,9.923,9.909,9.018,8.753,8.63,8.606,8.638,8.643,8.568,false
M8,21.222,21.8557,19.5551,18.2834,17.5583,15.841,15.286,14.781,14.581,14.32,12.864,8.857,false
B,15.3999,15.6271,15.8331,15.9738,15.9708,15.588,15.449,15.377,15.401,15.404,12.6,9.329,false
G1-5Ib,9.953,9.215,8.911,8.743,8.647,7.655,7.149,6.963,6.428,6.133,5.81,5.47,false
M3V,19.1212,17.9396,16.8251,16.4848,16.1212,14.559,13.965,13.858,13.467,13.378,11.896,8.682,false
F2,9.699,9.526,9.496,9.51,9.517,8.725,8.548,8.506,8.433,8.464,8.44,8.416,false
G5,10.189,9.88,9.791,9.779,9.781,8.921,8.667,8.585,8.559,8.596,8.568,8.144,false
F2,9.274,9.02,8.942,8.927,8.93,8.099,7.873,7.815,7.765,7.8,7.789,7.764,false
K2,9.998,9.262,8.956,8.788,8.694,7.673,7.136,7.012,6.877,7.012,6.921,6.788,false
K0III,8.6479,8.1051,7.2772,,7.3276,6.149,5.601,5.453,5.442,5.377,5.55,5.323,false
K0,8.239,7.5,7.197,7.027,6.934,5.89,5.383,5.277,5.205,5.142,5.236,5.166,false
F8,10.152,9.795,9.696,9.682,9.675,8.796,8.499,8.434,8.375,8.399,8.363,8.181,false
K0III,9.661,8.928,8.647,8.501,8.406,7.364,6.885,6.711,6.678,6.693,6.672,6.615,false
M3V,19.2964,18.1707,17.0483,16.5253,16.2893,15.241,14.606,14.42,14.271,14.13,12.411,8.504,false
M2V,19.1211,17.8932,16.8973,16.4487,16.2141,15.102,14.518,14.309,14.099,13.998,12.322,9.181,false
K2,11.347,10.614,10.333,10.189,10.093,9.046,8.503,8.383,8.309,8.42,8.294,8.081,false
K0,9.626,8.864,8.562,8.402,8.3,7.24,6.763,6.575,6.506,6.61,6.57,6.429,false
M3[Swk],8.63,7.373,6.149,5.532,5.177,4.069,3.166,2.768,2.093,1.866,2.845,2.7,false
F8,10.687,10.439,10.39,10.409,10.425,9.587,9.353,9.308,9.262,9.291,9.198,8.43,false
G0/6V+M0/1V,12.7746,12.2897,12.5114,12.4556,12.0154,11.104,10.74,10.652,10.654,10.679,10.642,8.308,false
C,14.042,13.2322,13.251,12.906,12.6736,11.548,11.006,10.849,10.782,10.908,10.749,8.855,false
K1(III),10.3714,9.811,9.2221,8.9582,8.5888,7.943,7.461,7.333,7.178,7.347,7.292,7.385,false
K0III,8.413,7.71,7.448,7.321,7.231,6.201,5.711,5.575,5.504,5.424,5.546,5.47,false
G0,10.3409,9.4771,8.5809,11.4805,11.5485,8.9,8.774,8.719,8.686,8.711,8.697,8.23,false
G0,9.628,9.586,9.614,9.626,9.626,8.9,8.774,8.719,8.686,8.711,8.697,8.23,false
M7V,20.8383,19.5548,17.6187,16.7068,16.257,14.962,14.408,14.07,13.824,13.624,12.227,8.771,false
K0III,8.9997,8.656,8.252,,7.8737,6.898,6.349,6.251,6.194,6.149,6.209,6.103,false
G2V,10.2148,9.007,9.3702,9.6993,9.5704,8.721,8.489,8.415,8.101,8.093,8.175,8.245,false
K0/1(III),10.258,9.392,9.045,8.857,8.732,7.655,7.004,6.868,6.687,6.886,6.807,6.932,false
K0IV,10.038,9.435,9.201,9.086,9.022,8.015,7.596,7.496,7.33,7.457,7.443,7.322,false
M3V,20.7434,19.6115,18.4147,17.8999,17.6561,16.383,16.181,15.524,15.607,15.436,12.989,8.796,false
M1V,19.3623,18.1687,17.4504,17.114,16.9252,15.859,15.194,15.215,14.744,14.599,12.868,9.236,false
KIII,16.7311,16.1568,15.9075,15.7909,15.7097,14.791,14.181,14.065,14.095,14.097,12.491,9.044,false
